gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1024,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,27.0000,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,954.44,1553.45
gfx950,256,2048,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,54.0000,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,954.44,1087.41
gfx950,256,4096,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,86.3000,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,1194.43,1069.23
gfx950,256,1,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,4,8.5700,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,4.40,4406.90
gfx950,256,2,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,4,8.6000,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,8.78,4393.67
gfx950,256,4,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,4,8.6500,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,17.46,4372.54
gfx950,256,8,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,4,9.2500,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,32.65,4096.89
gfx950,256,16,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,2,9.5000,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,63.58,4004.59
gfx950,256,32,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,2,11.7300,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,102.98,3268.42
gfx950,256,64,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,14.3900,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,167.89,2705.24
gfx950,256,128,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,15.1300,flydsl_hgemm_abf16_wbf16_bf16_t64x64x256x2_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,319.35,2650.89
gfx950,256,256,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,25.9000,flydsl_hgemm_abf16_wbf16_bf16_t32x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,373.11,1639.67
gfx950,256,512,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,29.6400,flydsl_hgemm_abf16_wbf16_bf16_t64x128x64x2_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,652.07,1591.97
gfx950,256,1024,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,41.4100,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,933.46,1367.38
gfx950,256,2048,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,77.0000,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,1004.02,980.49
gfx950,256,4096,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,138.0200,flydsl_hgemm_abf16_wbf16_bf16_t256x128x64x2_ks1_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,1120.26,820.51
gfx950,256,1,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1436,2,13.4237,flydsl_gemm3_abf16_wbf16_bf16_t16x128x128_split_k2_block_m_warp1_block_n_warp1_block_k_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0156,5.0,5002.03
gfx950,256,2,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2407,2,13.214,flydsl_gemm4_abf16_wbf16_bf16_t16x128x128_split_k2_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.003,10.16,5084.2
gfx950,256,4,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2406,2,13.7814,flydsl_gemm4_abf16_wbf16_bf16_t16x128x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.009,19.48,4880.22
gfx950,256,8,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,109,1,14.3894,flydsl_gemm2_abf16_wbf16_bf16_t16x64x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0036,37.31,4684.27
gfx950,256,16,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1490,1,14.686,flydsl_gemm3_abf16_wbf16_bf16_t16x64x256_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,73.11,4609.74
gfx950,256,32,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1683,1,14.9121,flydsl_gemm3_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp2_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0036,144.01,4579.4
gfx950,256,64,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3767,1,15.3019,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,280.68,4539.84
gfx950,256,128,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4609,1,18.8772,flydsl_gemm5_abf16_wbf16_bf16_t128x64x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,455.04,3804.98
gfx950,256,256,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3544,1,24.7783,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0034,693.34,3089.24
gfx950,256,512,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2524,1,38.1134,flydsl_gemm3_abf16_wbf16_bf16_t256x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,901.51,2255.98
gfx950,256,1024,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,58.148,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1181.8,1803.29
gfx950,256,2048,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,112.8918,native,0.0,1217.44,1263.21
gfx950,256,4096,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,204.9027,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1341.5,1064.43
gfx950,256,1,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2451,4,5.326,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0176,1.58,1576.57
gfx950,256,2,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2451,4,5.2556,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0168,3.19,1599.24
gfx950,256,4,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2451,4,5.4362,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0155,6.17,1549.13
gfx950,256,8,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2452,4,5.4693,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.009,12.27,1545.75
gfx950,256,16,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.3497,auto,0.0,25.09,1592.55
gfx950,256,32,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3755,4,6.5206,flydsl_gemm6_abf16_wbf16_bf16_t32x64x64_split_k4_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0088,41.17,1326.68
gfx950,256,64,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4212,2,7.3453,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0092,73.09,1213.41
gfx950,256,128,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3738,1,8.5133,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,126.13,1108.52
gfx950,256,256,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4741,1,9.2269,flydsl_gemm5_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,232.74,1136.43
gfx950,256,512,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3187,1,11.111,flydsl_gemm3_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0034,386.55,1132.47
gfx950,256,1024,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2279,1,15.7562,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,545.18,1064.8
gfx950,256,2048,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3543,1,22.4198,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,766.28,1122.48
gfx950,256,4096,2048,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,35.2642,native,0.0,974.35,1189.39
gfx950,256,1,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,3.9692,sol2,0.0,0.79,795.76
gfx950,256,2,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.6658,sol2,0.0,1.35,679.7
gfx950,256,4,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6384,12,5.265,flydsl_gemm6_abf16_wbf16_bf16_t16x64x64_split_k12_block_m_warp1_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0215,2.39,607.2
gfx950,256,8,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7457,12,5.3871,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k12_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0205,4.67,602.95
gfx950,256,16,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6386,12,5.477,flydsl_gemm6_abf16_wbf16_bf16_t16x64x64_split_k12_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0229,9.19,611.75
gfx950,256,32,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6536,12,5.7472,flydsl_gemm6_abf16_wbf16_bf16_t32x64x64_split_k12_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0265,17.52,618.62
gfx950,256,64,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9505,12,6.5875,flydsl_gemm8_abf16_wbf16_bf16_t32x64x64_split_k12_block_m_warp2_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0243,30.56,601.89
gfx950,256,128,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6558,8,7.2058,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0205,55.88,663.93
gfx950,256,256,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6552,4,9.0962,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0134,88.53,706.07
gfx950,256,512,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9287,4,11.5238,flydsl_gemm6_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0212,139.76,841.68
gfx950,256,1024,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9269,2,15.8596,flydsl_gemm6_abf16_wbf16_bf16_t32x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0135,203.11,1024.8
gfx950,256,2048,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9260,1,22.3292,flydsl_gemm6_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0056,288.52,1314.88
gfx950,256,4096,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,30.2053,native,0.0,426.58,1839.89
gfx950,256,1,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,941,6,8.2261,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0179,3.92,3921.82
gfx950,256,2,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,941,6,8.2261,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0139,7.84,3923.95
gfx950,256,4,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,941,6,8.442,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0159,15.28,3827.75
gfx950,256,8,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2299,6,8.6285,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0188,29.9,3753.14
gfx950,256,16,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3223,6,9.4455,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0172,54.62,3443.36
gfx950,256,32,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2948,6,11.0045,flydsl_gemm6_abf16_wbf16_bf16_t32x64x64_split_k6_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.017,93.76,2981.04
gfx950,256,64,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2615,4,14.286,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k4_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0128,144.45,2335.57
gfx950,256,128,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,3,18.2914,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.01,225.64,1885.49
gfx950,256,256,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,26.3837,native,0.0,312.86,1392.26
gfx950,256,512,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2471,1,36.9014,flydsl_gemm3_abf16_wbf16_bf16_t96x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,447.38,1117.09
gfx950,256,1024,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,57.0522,native,0.0,578.73,879.91
gfx950,256,2048,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,80.7736,native,0.0,817.53,843.81
gfx950,256,4096,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,121.3435,native,0.0,1088.4,857.66
gfx950,256,1,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2042,1,6.868,flydsl_gemm4_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,4.27,4283.42
gfx950,256,2,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1988,1,7.1733,flydsl_gemm4_abf16_wbf16_bf16_t16x128x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,8.19,4109.25
gfx950,256,4,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2042,1,6.9281,flydsl_gemm4_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,16.95,4271.53
gfx950,256,8,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2684,1,6.8646,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,34.22,4345.06
gfx950,256,16,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2042,1,6.9842,flydsl_gemm4_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,67.26,4337.51
gfx950,256,32,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2201,1,7.3738,flydsl_gemm4_abf16_wbf16_bf16_t32x64x64_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,127.41,4234.98
gfx950,256,64,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3825,1,8.1231,flydsl_gemm5_abf16_wbf16_bf16_t64x128x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,231.32,4074.27
gfx950,256,128,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1765,1,10.2212,flydsl_gemm3_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,367.68,3603.42
gfx950,256,256,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2121,1,14.1698,flydsl_gemm3_abf16_wbf16_bf16_t256x128x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,530.44,3126.53
gfx950,256,512,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,21.5212,native,0.0,698.49,2752.85
gfx950,256,1024,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,42.0123,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,715.62,2121.5
gfx950,256,2048,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,541,1,80.1285,flydsl_gemm2_abf16_wbf16_bf16_t256x256x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,750.41,1858.24
gfx950,256,4096,28672,512,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,131.4544,native,0.0,914.83,2042.04
gfx950,256,1,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.1142,sol2,0.0,0.1,98.58
gfx950,256,2,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.2258,sol2,0.0,0.19,98.9
gfx950,256,4,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,6.021,sol2,0.0,0.26,73.51
gfx950,256,8,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.2938,native,0.0,0.38,59.33
gfx950,256,16,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.436,native,0.0,0.85,79.46
gfx950,256,32,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.822,native,0.0,1.61,100.8
gfx950,256,64,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.6878,native,0.0,2.9,136.25
gfx950,256,128,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.2122,native,0.0,5.46,214.31
gfx950,256,256,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,6,10.4584,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,9.63,339.95
gfx950,256,512,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,6,10.8417,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,18.57,619.59
gfx950,256,1024,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,5,11.5702,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,34.8,1127.18
